UnixTime(ms),PosX,PosY,PosZ,OrientX,OrientY,OrientZ,OrientW
1755649404990,0.02249885,-0.01774192,0.01778793,0.06114298,-0.11068696,0.05837104,0.99025388
1755649404999,0.02246809,-0.01773196,0.01768827,0.06117947,-0.11056951,0.05836453,0.99026513
1755649405010,0.02243805,-0.01771182,0.01759028,0.06116609,-0.11046771,0.05841052,0.99027461
1755649405022,0.02240252,-0.01769865,0.01747942,0.06123947,-0.11036074,0.05864150,0.99026835
1755649405032,0.02236080,-0.01769400,0.01737309,0.06123883,-0.11014903,0.05883457,0.99028051
1755649405043,0.02230716,-0.01770294,0.01727462,0.06103449,-0.10986463,0.05894298,0.99031827
1755649405056,0.02225208,-0.01773530,0.01723003,0.06092202,-0.10958179,0.05895467,0.99035584
1755649405067,0.02220774,-0.01776737,0.01717758,0.06096093,-0.10952816,0.05891143,0.99036195
1755649405077,0.02216697,-0.01778841,0.01711440,0.06082389,-0.10947115,0.05884974,0.99038035
1755649405088,0.02212954,-0.01780331,0.01699734,0.06065752,-0.10925407,0.05882493,0.99041599
1755649405100,0.02209020,-0.01780874,0.01687479,0.06056603,-0.10893726,0.05879777,0.99045810
1755649405110,0.02205563,-0.01779866,0.01674724,0.06056474,-0.10882698,0.05890211,0.99046411
1755649405122,0.02202988,-0.01778984,0.01661396,0.06079483,-0.10876557,0.05904357,0.99044833
1755649405133,0.02199554,-0.01777220,0.01649642,0.06084845,-0.10874385,0.05915304,0.99044089
1755649405144,0.02195597,-0.01776570,0.01638699,0.06087215,-0.10873249,0.05928365,0.99043287
1755649405156,0.02191043,-0.01778978,0.01627636,0.06093289,-0.10867727,0.05937855,0.99042951
1755649405167,0.02186871,-0.01782072,0.01616311,0.06090022,-0.10853858,0.05947000,0.99044125
1755649405179,0.02183032,-0.01782960,0.01605082,0.06086038,-0.10847379,0.05949838,0.99044909
1755649405189,0.02180171,-0.01782864,0.01594162,0.06079842,-0.10843879,0.05958443,0.99045155
1755649405200,0.02177072,-0.01784897,0.01584792,0.06079054,-0.10839713,0.05972184,0.99044832
1755649405211,0.02173448,-0.01786488,0.01576924,0.06072972,-0.10837892,0.05978283,0.99045036
1755649405222,0.02171755,-0.01788443,0.01569557,0.06063628,-0.10839156,0.05988732,0.99044839
1755649405234,0.02169895,-0.01791358,0.01561236,0.06056188,-0.10837585,0.05989542,0.99045418
1755649405245,0.02169752,-0.01796424,0.01557398,0.06035484,-0.10822743,0.05983858,0.99048648
1755649405255,0.02170658,-0.01801515,0.01557159,0.06018542,-0.10817900,0.05975650,0.99050703
1755649405267,0.02171659,-0.01805687,0.01556969,0.06010946,-0.10813847,0.05975903,0.99051592
1755649405278,0.02170706,-0.01808310,0.01554370,0.06009820,-0.10800579,0.05983988,0.99052620
1755649405289,0.02167869,-0.01808989,0.01548672,0.06008894,-0.10796646,0.05995455,0.99052411
