UnixTime(ms),Ax,Ay,Az,Gx,Gy,Gz,QuatW,QuatX,QuatY,QuatZ
1756814180212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.99609950,0.07586747,-0.00337575,0.04492781
1756814180224,0.21849862,-0.02933666,-0.09747843,-0.01290433,-0.01310309,-0.00165957,0.99610558,0.07579004,-0.00345437,0.04491785
1756814180230,0.55566699,-0.11427250,0.32393636,-0.02430122,-0.02268190,-0.01030719,0.99611206,0.07571957,-0.00352015,0.04488796
1756814180239,0.06866724,0.03486260,-0.06298660,-0.05043750,-0.03834268,-0.01683884,0.99613229,0.07549008,-0.00369461,0.04481134
1756814180272,-0.03126755,-0.00255584,-0.02285598,-0.02755873,-0.02699949,-0.02370297,0.99618211,0.07503812,-0.00413740,0.04442261
1756814180305,0.05619023,-0.03146908,-0.09388140,-0.00600149,-0.02163099,-0.00791093,0.99619386,0.07493879,-0.00449539,0.04429169
1756814180338,0.00768828,-0.01784436,0.14756092,-0.00711131,-0.04160396,-0.01233385,0.99620820,0.07482288,-0.00517354,0.04409065
1756814180348,-0.01089548,-0.11795512,0.02018679,0.00962642,-0.01584199,-0.03215452,0.99621158,0.07487582,-0.00526067,0.04391380
1756814180360,-0.00906544,0.12953897,-0.07473337,0.00857984,-0.01009392,-0.02555983,0.99621399,0.07492430,-0.00531770,0.04376938
1756814180371,-0.06551519,0.04571041,0.04973893,0.01458585,0.01579330,-0.00902663,0.99621056,0.07500525,-0.00523005,0.04371928
1756814180382,-0.12393796,0.13490126,0.11025745,0.01534169,0.00363348,-0.00136164,0.99620453,0.07509116,-0.00520970,0.04371166
1756814180393,-0.07662748,0.28991694,0.02212097,0.02698200,-0.00110460,0.02222185,0.99618808,0.07523821,-0.00521572,0.04383277
1756814180404,0.00121704,-0.02593689,0.03440943,0.01171243,0.01428769,0.00780273,0.99618168,0.07530322,-0.00513642,0.04387607
1756814180416,-0.07074378,-0.02052802,-0.11157282,-0.00996101,0.01849359,-0.00030990,0.99618663,0.07524594,-0.00503008,0.04387429
1756814180426,0.16403653,-0.18402994,-0.02620612,-0.02124300,0.02175159,-0.00441273,0.99619692,0.07513123,-0.00491263,0.04385046
