UnixTime(ms),Ax,Ay,Az,Gx,Gy,Gz,QuatW,QuatX,QuatY,QuatZ
1755649435187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.98886992,-0.04264827,-0.13369387,0.04943028
1755649435209,1.44616894,-0.97424773,-2.88927179,-0.12092373,-0.01298744,-0.02056413,0.98880484,-0.04395425,-0.13383414,0.04920818
1755649435231,-0.50079348,0.21500904,0.80944579,-0.15485821,0.02181202,-0.08645752,0.98880696,-0.04562671,-0.13359857,0.04827444
1755649435255,-0.12565649,0.08553385,0.67932424,-0.10510009,-0.02235163,0.00049152,0.98870898,-0.04691945,-0.13387349,0.04828049
1755649435287,-0.21297375,0.09270592,0.19521635,-0.06706308,-0.02951213,-0.01321927,0.98860439,-0.04798575,-0.13434273,0.04807030
1755649435322,-0.14980841,0.16626624,0.27050784,-0.05486782,0.00520523,-0.02107900,0.98858746,-0.04895142,-0.13425112,0.04769931
1755649435343,0.68067096,-0.66744638,-1.55426381,-0.19036357,0.05267452,-0.05773464,0.98859047,-0.05091217,-0.13370857,0.04710464
1755649435355,0.95141475,-1.09485304,-1.37037210,-0.20784231,-0.00340244,0.00148960,0.98852170,-0.05216961,-0.13372916,0.04711366
1755649435399,-0.51517042,0.40782553,0.95622688,-0.07990505,0.00598322,-0.03122664,0.98847766,-0.05392752,-0.13359753,0.04642667
1755649435421,1.09586797,-1.31009156,-2.47009195,-0.50698097,0.00759427,-0.28478315,0.98830857,-0.05958036,-0.13351285,0.04325134
1755649435454,-0.49752490,0.42101476,1.26262384,-0.11919249,0.05673296,-0.07386128,0.98836664,-0.06154704,-0.13257676,0.04203263
1755649435476,0.60781952,-0.86861266,-1.64228430,-0.42387594,0.11343073,-0.06681203,0.98826180,-0.06625206,-0.13131768,0.04129101
1755649435509,-0.55723801,0.70230757,1.16718156,-0.18516314,0.03116956,-0.05545757,0.98815959,-0.06927022,-0.13080961,0.04038706
1755649435521,1.74480803,-3.41808350,-4.62995592,-0.65452350,0.07824077,-0.17573397,0.98798415,-0.07313191,-0.13034799,0.03935023
1755649435543,-0.62593644,1.09683317,1.45535857,-0.27683101,0.07519676,-0.06570331,0.98789135,-0.07617705,-0.12952083,0.03862749
1755649435565,-0.05819355,0.50324908,0.22159398,-0.27812834,0.07953600,-0.06874106,0.98779103,-0.07933381,-0.12861810,0.03784728
1755649435578,0.19078192,-0.97739770,-1.74629783,-0.14898471,0.10859595,-0.05003723,0.98781588,-0.08026496,-0.12793937,0.03753455
1755649435613,-0.38580054,0.93445058,1.39199272,-0.09069718,0.04550704,-0.02108311,0.98780254,-0.08183856,-0.12714982,0.03716875
1755649435632,1.00344192,-2.00006499,-2.87656743,-0.30282056,0.17658885,-0.02965160,0.98778484,-0.08474564,-0.12545457,0.03688410
1755649435663,-0.40199721,0.90339745,1.33799963,-0.14374008,0.04978194,-0.04525144,0.98771364,-0.08700954,-0.12467050,0.03617139
1755649435677,3.20459439,-4.35049707,-6.43500395,-0.49191286,0.07262828,-0.18484199,0.98751486,-0.09045293,-0.12416211,0.03487749
1755649435698,-1.70780864,2.31760482,3.80927262,-0.29578734,0.04689088,-0.10215280,0.98732550,-0.09354391,-0.12367210,0.03381000
1755649435721,-0.02546286,0.45379890,0.00488752,-0.23258635,0.05320920,-0.10403248,0.98718829,-0.09616051,-0.12307349,0.03263963
1755649435744,-0.01747933,0.22015628,-0.05085868,-0.14448470,0.06802034,-0.03168372,0.98713496,-0.09780041,-0.12230146,0.03228002
1755649435756,-0.36849251,0.40222134,0.01235798,-0.11477343,0.12138576,0.01801187,0.98715423,-0.09854070,-0.12151852,0.03239620
1755649435764,2.01689949,-0.63958021,-3.13900229,-0.02431686,0.25427332,0.06969097,0.98725079,-0.09862945,-0.12059043,0.03265057
1755649435788,-0.84557109,0.62409733,1.80432585,-0.05069763,0.07199341,0.01559665,0.98728892,-0.09924036,-0.11972291,0.03283851
1755649435798,0.34884298,-0.90364351,-2.79191124,-0.04594232,0.11234219,-0.00331980,0.98733431,-0.09947007,-0.11916120,0.03282191
1755649435809,-0.11139519,0.50321556,0.97283145,-0.04073938,0.10311620,-0.00662381,0.98738248,-0.09970025,-0.11857859,0.03278449
1755649435820,0.20772682,0.21630921,0.32704779,-0.07386515,0.08343137,0.03407553,0.98739027,-0.10011389,-0.11811137,0.03297531
1755649435832,-0.25661789,-0.29629165,0.51895845,-0.05514044,0.05346105,0.04466393,0.98738611,-0.10043646,-0.11779863,0.03323659
1755649435844,0.15301684,0.12623820,0.03808023,-0.04305021,0.02876221,0.04740007,0.98737063,-0.10069692,-0.11762461,0.03352336
