UnixTime(ms),Ax,Ay,Az,Gx,Gy,Gz,QuatW,QuatX,QuatY,QuatZ
1755651356074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.99755396,0.05489058,-0.02043844,0.03814970
1755651356089,1.00030439,0.18912175,-1.03187004,-0.01844278,-0.05502849,-0.00032692,0.99755312,0.05475410,-0.02084565,0.03814728
1755651356090,86.90639270,20.09169288,-87.78655480,-0.18297690,-0.60483793,0.00893981,0.99755048,0.05459857,-0.02135976,0.03815488
1755651356102,-11.80972268,-2.65324459,11.89012070,-0.01016886,-0.11885544,0.00405879,0.99753814,0.05454112,-0.02203130,0.03817781
1755651356113,-0.10564050,-0.15703087,-0.17472039,-0.01243915,-0.13442927,0.02048169,0.99752080,0.05447208,-0.02277738,0.03829148
1755651356124,-0.09711772,-0.04493758,0.13702278,-0.00927588,-0.13041530,0.01858975,0.99750302,0.05442106,-0.02349466,0.03839372
1755651356135,-0.19014590,-0.04206114,-0.03710035,0.00620983,-0.12654160,0.01454652,0.99748124,0.05445553,-0.02419697,0.03847446
1755651356146,-0.05203694,0.04791457,0.16725793,0.01159601,-0.11042250,0.01899897,0.99745839,0.05452046,-0.02481534,0.03858085
1755651356156,0.35669122,0.01832843,-0.73092324,0.03073516,-0.11950469,0.02881418,0.99742935,0.05467414,-0.02541286,0.03872492
1755651356167,-0.43251381,-0.18884941,0.45114026,0.01649753,-0.09922966,0.02044154,0.99740552,0.05476652,-0.02596855,0.03883940
1755651356178,-0.01330461,-0.28272292,-0.18056254,0.00247298,-0.08971547,0.03165076,0.99738463,0.05478037,-0.02647095,0.03901664
1755651356190,0.02470856,-0.17771155,0.11023818,-0.03799905,-0.07844210,0.03115177,0.99737770,0.05456758,-0.02691023,0.03919109
1755651356201,-0.08552962,-0.14017355,0.06272172,-0.04455543,-0.06321504,0.01623836,0.99737813,0.05431807,-0.02726423,0.03928202
1755651356212,-0.06917835,0.03218763,-0.03521116,-0.03564232,-0.05472904,-0.00225758,0.99738103,0.05412025,-0.02756798,0.03926949
1755651356223,-0.19578341,-0.01039558,0.21046843,-0.00905375,-0.05122260,-0.00984967,0.99737795,0.05406910,-0.02785739,0.03921384
1755651356234,0.13004650,-0.20846150,-0.38834346,0.05065313,-0.05913663,-0.00780955,0.99735536,0.05434769,-0.02818264,0.03917089
1755651356245,-0.02631680,-0.12775785,0.01577952,0.07242290,-0.05203486,0.00743660,0.99732355,0.05474964,-0.02847143,0.03921216
1755651356256,-0.05792727,0.28143442,0.05337254,0.05580150,-0.04814373,0.00480209,0.99729755,0.05506213,-0.02874104,0.03923906
1755651356268,0.06425431,0.07691858,-0.03450279,0.07345836,-0.03429297,0.00082872,0.99726928,0.05546982,-0.02893136,0.03924366
1755651356279,-0.09524235,0.18491263,-0.00750231,0.06062477,-0.01621925,0.01255925,0.99724471,0.05581235,-0.02902300,0.03931462
1755651356290,0.07180266,-0.00151123,0.06568925,0.04693503,-0.01933546,0.01846651,0.99722292,0.05607284,-0.02913031,0.03941710
1755651356301,0.00774023,-0.21866163,-0.00193506,0.03197563,-0.02115053,0.00936416,0.99720743,0.05625031,-0.02924770,0.03946908
1755651356312,-0.06133055,-0.01852028,0.14649693,0.00027632,-0.02669618,-0.01328705,0.99720588,0.05625187,-0.02939853,0.03939400
1755651356323,0.26368171,-0.20851542,-0.10076005,-0.03189982,-0.02424999,-0.00229063,0.99721238,0.05607482,-0.02953312,0.03938129
1755651356335,-0.05224658,-0.13642164,0.11610352,-0.06395107,-0.03766123,-0.00128845,0.99722634,0.05571989,-0.02974214,0.03937414
1755651356346,0.15183007,-0.09743870,0.12537496,-0.07823732,-0.03076146,-0.00856767,0.99724747,0.05528177,-0.02991440,0.03932616
1755651356357,-0.16867837,0.08864124,0.11344281,-0.08390357,-0.04453909,-0.00938723,0.99726778,0.05481610,-0.03016160,0.03927406
1755651356368,0.16527166,0.01573608,0.18787408,-0.08840808,-0.04125274,-0.00103778,0.99728808,0.05432102,-0.03039261,0.03926825
1755651356379,-0.09503292,0.13304608,-0.13684740,-0.06414815,-0.06245022,-0.02069482,0.99730142,0.05396179,-0.03074233,0.03915236
1755651356390,0.22132234,0.16142190,0.06461714,-0.04707654,-0.06364665,-0.00449825,0.99730555,0.05370051,-0.03109557,0.03912739
1755651356402,-0.00267120,0.30805647,0.04999930,-0.03217215,-0.06994483,-0.00466346,0.99730397,0.05352035,-0.03148726,0.03910128
1755651356413,-0.06652304,0.03278636,-0.17295991,-0.00247103,-0.07148012,-0.01156796,0.99729453,0.05350651,-0.03188755,0.03903650
1755651356424,0.12399925,-0.20217044,-0.27068361,0.00762349,-0.08081689,0.00090712,0.99727762,0.05354882,-0.03233608,0.03904153
1755651356435,-0.03546183,0.10913375,0.31008127,-0.01465559,-0.05507249,-0.03147797,0.99727887,0.05346675,-0.03264449,0.03886526
1755651356446,-0.18675044,-0.01239647,0.01028000,-0.03956888,-0.06293536,-0.02411639,0.99728433,0.05324714,-0.03299378,0.03873141
1755651356457,0.03493102,-0.12408645,0.16277169,-0.04564780,-0.04163805,-0.01802703,0.99729412,0.05299151,-0.03322695,0.03863046
1755651356469,-0.10490782,0.03425659,0.00024188,-0.04776674,-0.02927756,-0.03110569,0.99730941,0.05272641,-0.03338944,0.03845782
1755651356480,0.00513691,0.09814503,0.02636949,-0.04060089,-0.02414220,-0.03593149,0.99732461,0.05249904,-0.03352464,0.03825661
1755651356491,-0.08065048,-0.21706780,-0.06917835,-0.02327635,-0.03590957,-0.03097587,0.99733126,0.05236986,-0.03372394,0.03808469
1755651356502,-0.02220415,0.04831085,-0.02213686,-0.04409070,-0.02726840,-0.05463978,0.99735083,0.05212075,-0.03387801,0.03777597
1755651356513,-0.14381082,-0.08110978,0.14444442,-0.07572848,-0.03101924,-0.04530499,0.99737634,0.05170045,-0.03405016,0.03752453
1755651356524,-0.11223340,0.17657410,-0.23220704,-0.07177628,-0.01872736,-0.04551475,0.99740283,0.05130210,-0.03415410,0.03727193
1755651356536,-0.10511647,-0.16426025,0.00405394,-0.04265959,-0.02860689,-0.04012373,0.99741809,0.05106107,-0.03431573,0.03704523
1755651356547,0.13881740,0.02487414,0.27841947,-0.04566320,-0.01789205,-0.03521498,0.99743470,0.05080992,-0.03441413,0.03685154
1755651356558,0.01610856,0.04580501,0.12107731,-0.03305729,-0.03774711,-0.02957649,0.99744298,0.05062315,-0.03462741,0.03668444
1755651356569,0.00735033,-0.06597219,0.18301826,-0.02997524,-0.03833926,-0.01902955,0.99744792,0.05045529,-0.03484211,0.03657787
1755651356580,-0.00019005,0.22249287,0.11833229,-0.06504309,-0.03226606,-0.01467125,0.99746283,0.05009430,-0.03502118,0.03649645
1755651356591,-0.14206417,0.01530168,0.01517742,-0.05348742,-0.03859191,-0.01281712,0.99747266,0.04980012,-0.03523344,0.03642595
1755651356603,-0.14888112,0.01865470,0.07035825,-0.04218996,-0.02870130,-0.01385932,0.99748165,0.04956174,-0.03539560,0.03634765
1755651356614,0.07949153,-0.10139793,0.05265757,-0.04840627,-0.02722777,0.00791466,0.99748798,0.04929309,-0.03554671,0.03639157
1755651356625,-0.29219386,-0.22446681,0.08514258,-0.00057095,-0.01159759,-0.00394392,0.99748664,0.04928992,-0.03561108,0.03636968
1755651356636,0.07450165,0.28742179,0.26047823,-0.01229225,0.00044562,0.00767485,0.99748858,0.04922047,-0.03560856,0.03641305
1755651356647,-0.09519461,0.20229069,-0.01748403,0.00768834,-0.00558987,-0.01630878,0.99748866,0.04926314,-0.03563959,0.03632253
1755651356658,-0.08901270,0.24478492,-0.01935059,0.03810132,0.00073615,-0.01637030,0.99748165,0.04947460,-0.03563550,0.03623168
