UnixTime(ms),Ax,Ay,Az,Gx,Gy,Gz,QuatW,QuatX,QuatY,QuatZ
1755650277483,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.99764326,0.05575419,-0.01104215,0.03843778
1755650277496,0.42052460,-0.08558754,0.00673918,-0.01312965,-0.02810833,-0.01230398,0.99764920,0.05566688,-0.01122907,0.03835596
1755650277499,11.27211822,-3.12688166,-0.88352358,-0.08378864,-0.19888084,-0.03045629,0.99765403,0.05555376,-0.01149756,0.03831485
1755650277510,-2.36300382,0.58226226,0.13222310,-0.03383736,-0.05497345,0.00238627,0.99766051,0.05536258,-0.01180816,0.03832833
1755650277521,0.00739775,-0.13790718,-0.00904169,-0.04519962,-0.05517470,-0.00296305,0.99767136,0.05511172,-0.01211438,0.03831188
1755650277532,-0.05527775,-0.10029521,0.05442568,-0.04737857,-0.05235433,-0.02661688,0.99768779,0.05485114,-0.01240233,0.03816549
1755650277544,-0.14707640,-0.22051956,0.03089434,-0.04675030,-0.05722063,0.01154627,0.99769564,0.05458934,-0.01272276,0.03823015
1755650277554,-0.10635624,0.00210975,0.03823521,-0.05220575,-0.06126708,0.01783647,0.99770312,0.05430482,-0.01305667,0.03832736
1755650277566,0.00847449,0.13384384,-0.02580710,-0.03242956,-0.05289907,0.01642770,0.99770553,0.05412321,-0.01335290,0.03841935
1755650277577,0.18345845,0.39058811,-0.13961702,-0.01907304,-0.05800085,0.02406841,0.99770179,0.05401831,-0.01367191,0.03855173
1755650277588,0.04409527,0.13051475,-0.07574987,-0.00481103,-0.05452742,0.01737395,0.99769525,0.05399137,-0.01397726,0.03864902
1755650277599,0.03794097,0.03512909,0.01368363,-0.01406097,-0.05403649,-0.01760066,0.99769901,0.05391333,-0.01427716,0.03855134
1755650277610,-0.11362855,-0.06285015,0.02065040,-0.04770132,-0.06601189,-0.04200667,0.99771711,0.05364620,-0.01464683,0.03831610
1755650277621,0.00492600,-0.13685494,0.02455965,-0.04190860,-0.05871587,-0.01912934,0.99772872,0.05341571,-0.01496977,0.03821089
1755650277632,-0.08846701,-0.05090309,0.00058748,-0.02669983,-0.04060049,-0.00351005,0.99773403,0.05326619,-0.01519713,0.03819123
1755650277643,-0.12666867,-0.05949909,-0.07744382,-0.03943715,-0.03170429,-0.00019904,0.99774295,0.05304928,-0.01537150,0.03819014
1755650277655,0.00721249,-0.02975592,0.03484865,-0.02530582,-0.01862222,0.00534915,0.99774768,0.05290884,-0.01547486,0.03821983
1755650277666,-0.03475286,0.01731335,0.04984159,-0.02968827,-0.03046205,-0.00100917,0.99775409,0.05274110,-0.01564697,0.03821413
1755650277677,0.11278138,0.02155964,0.18340246,-0.02560111,-0.03990270,-0.00560720,0.99775929,0.05259901,-0.01586843,0.03818301
1755650277688,0.04466243,0.06388272,0.02018330,-0.02505070,-0.04722861,-0.01356263,0.99776523,0.05246123,-0.01612818,0.03810841
1755650277699,-0.02356026,0.06880935,0.04479504,-0.02585971,-0.04062075,-0.01450641,0.99777229,0.05231513,-0.01635769,0.03802645
1755650277710,0.01285047,-0.05646469,-0.00846045,-0.01778604,-0.02986605,0.00739438,0.99777317,0.05221552,-0.01652494,0.03806786
1755650277722,-0.12612436,0.05374971,0.02614057,-0.01768842,-0.02919049,0.00019203,0.99777557,0.05211735,-0.01668695,0.03806892
1755650277733,-0.01945178,0.00279962,0.01210599,-0.00441826,-0.02476239,0.00996614,0.99777240,0.05209261,-0.01682562,0.03812473
1755650277744,-0.12160192,0.11838242,-0.23767968,-0.00891204,-0.02742385,-0.00464174,0.99777338,0.05204359,-0.01697645,0.03809921
1755650277755,-0.02628162,0.09852087,-0.07467567,0.00420114,-0.02746623,0.00072574,0.99776940,0.05206691,-0.01712889,0.03810323
1755650277766,-0.01797920,0.11015257,0.05275611,0.00151219,-0.02048360,-0.00043413,0.99776708,0.05207538,-0.01724359,0.03810080
1755650277777,0.18669554,-0.01797991,0.32705146,0.01770190,-0.00676242,-0.00230833,0.99776183,0.05217274,-0.01728079,0.03808811
1755650277788,-0.03528843,-0.03043759,0.10062305,0.01033096,-0.02405693,0.00484416,0.99775549,0.05223008,-0.01741430,0.03811499
1755650277799,-0.01154093,-0.01774804,0.09034120,0.00412340,-0.01126090,-0.02105215,0.99775767,0.05225317,-0.01747736,0.03799710
1755650277811,-0.05701975,0.06889886,0.02470856,-0.00429575,-0.01818484,-0.01211894,0.99775972,0.05222911,-0.01757920,0.03792923
1755650277822,-0.01280761,0.12789137,-0.00981682,0.01054428,-0.01725273,-0.01131496,0.99775737,0.05228710,-0.01767409,0.03786700
1755650277833,0.00173137,0.06300841,-0.00539781,0.04950175,-0.00394009,-0.01725072,0.99774598,0.05256679,-0.01769635,0.03776953
1755650277844,-0.04906823,0.12344652,-0.13435348,0.02141355,-0.02181008,-0.01060244,0.99773984,0.05268456,-0.01781631,0.03771122
1755650277855,0.13260429,-0.05763836,-0.02190135,0.04238627,-0.01616301,-0.00798230,0.99772745,0.05291981,-0.01790601,0.03766692
1755650277866,-0.00777386,0.05365935,0.07181406,0.03529275,-0.03006296,-0.00220618,0.99771438,0.05311745,-0.01807436,0.03765456
1755650277877,-0.00376645,-0.03479218,0.20425235,0.03483100,-0.03177836,0.00026370,0.99770081,0.05331076,-0.01825073,0.03765603
1755650277888,-0.02709082,0.03579859,0.05805176,0.04027014,-0.02369154,0.00423213,0.99768554,0.05353426,-0.01838222,0.03767952
1755650277900,-0.08345774,-0.00099742,-0.00907522,0.03978217,-0.01877549,0.00466065,0.99767063,0.05375704,-0.01848736,0.03770562
1755650277911,-0.00093297,-0.01495783,-0.00825855,0.04215196,-0.00972461,0.01898071,0.99765301,0.05399098,-0.01854134,0.03781096
1755650277922,-0.02188326,-0.07403150,-0.07924547,0.05671573,-0.01723242,0.01573396,0.99763063,0.05430859,-0.01863784,0.03789907
1755650277933,-0.03984148,0.13662033,0.00836222,0.03489525,-0.01683955,0.00166374,0.99761796,0.05450226,-0.01873130,0.03790830
1755650277944,-0.25401431,0.23669700,-0.37577552,0.05893031,-0.00782098,0.00907378,0.99759657,0.05484111,-0.01877627,0.03796048
1755650277955,-0.10828689,0.10733621,-0.12414965,0.05637584,-0.02246037,0.00176030,0.99757731,0.05514272,-0.01889643,0.03796989
1755650277966,0.05783685,-0.05048291,-0.00941448,0.05511152,-0.02027640,-0.01128861,0.99756045,0.05545134,-0.01900998,0.03790668
1755650277978,0.34591981,-0.36064992,0.29270138,0.04457312,-0.02766827,-0.00617133,0.99754489,0.05570095,-0.01916492,0.03787212
1755650277989,0.12270345,-0.07076354,0.07028410,0.02819396,-0.02259066,-0.00184527,0.99753411,0.05585743,-0.01929030,0.03786188
1755650278000,-0.03037629,-0.09284973,-0.08676248,0.03405527,-0.02610369,-0.00753498,0.99752218,0.05604814,-0.01943648,0.03781968
1755650278011,0.00403441,-0.01291179,-0.06019947,0.02129704,-0.02181117,-0.00571700,0.99751423,0.05616847,-0.01955971,0.03778738
1755650278022,0.02634010,-0.10338824,-0.04569990,0.02016940,-0.01976543,-0.00557910,0.99750687,0.05628142,-0.01967040,0.03775614
1755650278055,-0.00001943,0.01835378,-0.08166886,0.00648770,-0.03068643,-0.00922104,0.99749642,0.05638879,-0.02017826,0.03760353
1755650278069,0.00324946,0.06318130,-0.14929210,0.00640353,-0.04604345,-0.01361835,0.99749119,0.05643137,-0.02048445,0.03751297
1755650278080,0.18388427,-0.30906953,0.17476190,0.01996966,-0.03128473,0.01429874,0.99747788,0.05654620,-0.02066434,0.03759519
1755650278091,-0.04799502,-0.04030038,0.00766044,-0.00071862,-0.02840151,-0.01233322,0.99747744,0.05654250,-0.02081060,0.03753167
1755650278102,-0.04629850,-0.16124258,-0.01401282,-0.01201283,-0.03750385,-0.00791602,0.99747852,0.05647462,-0.02102250,0.03748694
1755650278114,0.00460075,-0.07421643,0.02468875,-0.02363091,-0.02513820,0.00494522,0.99748223,0.05633284,-0.02117333,0.03751662
1755650278126,0.05805711,0.10299244,0.03149788,-0.03395746,-0.03734544,0.00557080,0.99748763,0.05613079,-0.02139553,0.03754976
1755650278138,-0.05004477,0.07352034,-0.14919903,-0.01245003,-0.03341397,-0.00266894,0.99748811,0.05605734,-0.02159268,0.03753401
1755650278149,-0.47653444,0.20659936,-0.39644134,-0.01086010,-0.03826532,-0.00134918,0.99748711,0.05599435,-0.02181462,0.03752619
1755650278161,0.03282316,0.07086041,-0.14927387,0.02488265,-0.02932535,-0.00541324,0.99747654,0.05613742,-0.02198324,0.03749506
1755650278172,0.14464365,-0.08619609,0.19228299,-0.00028113,-0.03131821,-0.04266986,0.99748188,0.05613579,-0.02216488,0.03724758
1755650278184,0.35489720,-0.15941491,0.33968649,-0.03779608,-0.02971729,-0.05003516,0.99750164,0.05591091,-0.02234170,0.03694987
1755650278196,0.01864153,-0.06680129,0.06613871,-0.04188144,-0.03569566,-0.01324203,0.99751341,0.05566799,-0.02254874,0.03687307
1755650278207,0.00354368,-0.03632269,0.06378618,-0.02474263,-0.02794753,-0.02754378,0.99752363,0.05552449,-0.02271083,0.03671331
1755650278219,-0.02220442,-0.00713262,0.03207306,-0.03218145,-0.03185677,-0.00541987,0.99753080,0.05534105,-0.02289241,0.03668242
1755650278230,-0.02070253,0.14919968,0.09605229,-0.02249460,-0.01961344,0.00173230,0.99753505,0.05521058,-0.02300617,0.03669247
1755650278242,-0.00129125,0.05247186,-0.22356565,-0.02039234,-0.02768813,-0.01728027,0.99754161,0.05509129,-0.02316815,0.03659138
1755650278253,0.14025324,-0.10140772,-0.18398448,-0.01760928,-0.03223101,-0.02326541,0.99754734,0.05499708,-0.02334058,0.03646691
