=== System Latency Information ===
System Latency: Not calibrated (use Calibrate System Latency button)
Note: Chirp playback times are trigger times only. Actual audio output may have additional latency.

=== Chirp Timing Events ===
Stereo Recording Started at 1776561448.056
Dualband Chirp Sequence Started at 1776561448.056 (10Hz for 30s, 10-16kHz)
Dualband Chirp 1/300 at 1776561448.156
Dualband Chirp 10/300 at 1776561449.056
Dualband Chirp 20/300 at 1776561450.056
Dualband Chirp 30/300 at 1776561451.056
Dualband Chirp 40/300 at 1776561452.056
Dualband Chirp 50/300 at 1776561453.056
Dualband Chirp 60/300 at 1776561454.056
Dualband Chirp 70/300 at 1776561455.056
Dualband Chirp 80/300 at 1776561456.056
Dualband Chirp 90/300 at 1776561457.056
Dualband Chirp 100/300 at 1776561458.056
Dualband Chirp 110/300 at 1776561459.056
Dualband Chirp 120/300 at 1776561460.056
Dualband Chirp 130/300 at 1776561461.056
Dualband Chirp 140/300 at 1776561462.056
Dualband Chirp 150/300 at 1776561463.056
Dualband Chirp 160/300 at 1776561464.056
Dualband Chirp 170/300 at 1776561465.056
Dualband Chirp 180/300 at 1776561466.056
Dualband Chirp 190/300 at 1776561467.056
Dualband Chirp 200/300 at 1776561468.056
Dualband Chirp 210/300 at 1776561469.056
Dualband Chirp 220/300 at 1776561470.056
Dualband Chirp 230/300 at 1776561471.056
Dualband Chirp 240/300 at 1776561472.056
Dualband Chirp 250/300 at 1776561473.056
Dualband Chirp 260/300 at 1776561474.056
Dualband Chirp 270/300 at 1776561475.056
Dualband Chirp 280/300 at 1776561476.056
Dualband Chirp 290/300 at 1776561477.056
Dualband Chirp 300/300 at 1776561478.056
Dualband Chirp Sequence Completed at 1776561478.056 (300 chirps total)
Dualband Chirp Sequence Started at 1776561520.087 (10Hz for 30s, 10-16kHz)
Dualband Chirp 1/300 at 1776561520.187
Dualband Chirp 10/300 at 1776561521.095
Dualband Chirp 20/300 at 1776561522.087
Dualband Chirp 30/300 at 1776561523.099
Dualband Chirp 40/300 at 1776561524.087
Dualband Chirp 50/300 at 1776561525.092
Dualband Chirp 60/300 at 1776561526.091
Dualband Chirp 70/300 at 1776561527.087
Dualband Chirp 80/300 at 1776561528.087
Dualband Chirp 90/300 at 1776561529.087
Dualband Chirp 100/300 at 1776561530.093
Dualband Chirp 110/300 at 1776561531.087
Dualband Chirp 120/300 at 1776561532.088
Dualband Chirp 130/300 at 1776561533.09
Dualband Chirp 140/300 at 1776561534.088
Dualband Chirp 150/300 at 1776561535.093
Dualband Chirp 160/300 at 1776561536.091
Dualband Chirp 170/300 at 1776561537.087
Dualband Chirp 180/300 at 1776561538.087
Dualband Chirp 190/300 at 1776561539.091
Dualband Chirp 200/300 at 1776561540.087
Dualband Chirp 210/300 at 1776561541.087
Dualband Chirp 220/300 at 1776561542.095
Dualband Chirp 230/300 at 1776561543.092
Dualband Chirp 240/300 at 1776561544.089
Dualband Chirp 250/300 at 1776561545.087
Dualband Chirp 260/300 at 1776561546.087
Dualband Chirp 270/300 at 1776561547.094
Dualband Chirp 280/300 at 1776561548.088
Dualband Chirp 290/300 at 1776561549.094
Dualband Chirp 300/300 at 1776561550.087
Dualband Chirp Sequence Completed at 1776561550.088 (300 chirps total)
