UnixTime(ms),ViewIndex,Eye,EyePosX,EyePosY,EyePosZ,EyeOrientX,EyeOrientY,EyeOrientZ,EyeOrientW
1755639082533,0,left,0.02568766,0.00174872,-0.02611431,0.08346094,-0.10929504,0.04927200,0.98927303
1755639082533,1,right,0.09189085,0.00715014,-0.01081386,0.08346094,-0.10929504,0.04927200,0.98927303
1755639082565,0,left,0.02593109,0.00179092,-0.02656944,0.08419993,-0.10834862,0.04962273,0.98929699
1755639082565,1,right,0.09215763,0.00723966,-0.01138728,0.08419993,-0.10834862,0.04962273,0.98929699
1755639082587,0,left,0.02623515,0.00206291,-0.02681114,0.08534766,-0.10797192,0.04922078,0.98925990
1755639082587,1,right,0.09247823,0.00744462,-0.01167725,0.08534766,-0.10797192,0.04922078,0.98925990
1755639082631,0,left,0.02648535,0.00220845,-0.02693967,0.08602435,-0.10781536,0.04939954,0.98920945
1755639082631,1,right,0.09273062,0.00760581,-0.01182099,0.08602435,-0.10781536,0.04939954,0.98920945
1755639082642,0,left,0.02677065,0.00234118,-0.02711036,0.08697756,-0.10803122,0.04951678,0.98909668
1755639082642,1,right,0.09300798,0.00773701,-0.01195643,0.08697756,-0.10803122,0.04951678,0.98909668
1755639082674,0,left,0.02698875,0.00247814,-0.02718741,0.08788557,-0.10811953,0.04977595,0.98899376
1755639082674,1,right,0.09321999,0.00789379,-0.01201385,0.08788557,-0.10811953,0.04977595,0.98899376
1755639082698,0,left,0.02715279,0.00270312,-0.02719122,0.08914459,-0.10807637,0.05001077,0.98887394
1755639082698,1,right,0.09338211,0.00813158,-0.01201385,0.08914459,-0.10807637,0.05001077,0.98887394
1755639082719,0,left,0.02732286,0.00294646,-0.02725095,0.09052441,-0.10812370,0.05023363,0.98873211
1755639082719,1,right,0.09354773,0.00838307,-0.01205713,0.09052441,-0.10812370,0.05023363,0.98873211
1755639082730,0,left,0.02744131,0.00309388,-0.02729569,0.09111248,-0.10813475,0.05030697,0.98867315
1755639082730,1,right,0.09366484,0.00853117,-0.01209631,0.09111248,-0.10813475,0.05030697,0.98867315
1755639082753,0,left,0.02759352,0.00326187,-0.02735295,0.09215749,-0.10812167,0.05041952,0.98857199
1755639082753,1,right,0.09381589,0.00869840,-0.01214824,0.09215749,-0.10812167,0.05041952,0.98857199
1755639082763,0,left,0.02770208,0.00343224,-0.02739162,0.09320926,-0.10816569,0.05037192,0.98847098
1755639082763,1,right,0.09392382,0.00884560,-0.01217585,0.09320926,-0.10816569,0.05037192,0.98847098
1755639082776,0,left,0.02784615,0.00362960,-0.02739384,0.09448379,-0.10830561,0.05035814,0.98833535
1755639082776,1,right,0.09406395,0.00901958,-0.01215265,0.09448379,-0.10830561,0.05035814,0.98833535
1755639082786,0,left,0.02801530,0.00383389,-0.02738822,0.09594307,-0.10852960,0.05048275,0.98816382
1755639082786,1,right,0.09422477,0.00921500,-0.01210773,0.09594307,-0.10852960,0.05048275,0.98816382
1755639082797,0,left,0.02818379,0.00404933,-0.02736810,0.09718673,-0.10881200,0.05065941,0.98800218
1755639082797,1,right,0.09438243,0.00943098,-0.01204106,0.09718673,-0.10881200,0.05065941,0.98800218
1755639082819,0,left,0.02834554,0.00435060,-0.02736149,0.09838774,-0.10911477,0.05085281,0.98783997
1755639082819,1,right,0.09453254,0.00973529,-0.01198520,0.09838774,-0.10911477,0.05085281,0.98783997
1755639082830,0,left,0.02856140,0.00474016,-0.02741251,0.10073884,-0.10989041,0.05129036,0.98749435
1755639082830,1,right,0.09471913,0.01013573,-0.01191464,0.10073884,-0.10989041,0.05129036,0.98749435
1755639082840,0,left,0.02873442,0.00502695,-0.02742513,0.10255404,-0.11036760,0.05155015,0.98724072
1755639082840,1,right,0.09487417,0.01042186,-0.01185051,0.10255404,-0.11036760,0.05155015,0.98724072
1755639082852,0,left,0.02887287,0.00539761,-0.02742497,0.10439944,-0.11088697,0.05181599,0.98697515
1755639082852,1,right,0.09499322,0.01079125,-0.01176771,0.10439944,-0.11088697,0.05181599,0.98697515
1755639082863,0,left,0.02903160,0.00581400,-0.02742170,0.10669425,-0.11130798,0.05205226,0.98666987
1755639082863,1,right,0.09513584,0.01119645,-0.01169278,0.10669425,-0.11130798,0.05205226,0.98666987
1755639082875,0,left,0.02920118,0.00626348,-0.02740216,0.10924954,-0.11174441,0.05230325,0.98632758
1755639082875,1,right,0.09528860,0.01163198,-0.01159788,0.10924954,-0.11174441,0.05230325,0.98632758
1755639082888,0,left,0.02938884,0.00666556,-0.02736991,0.11186874,-0.11219145,0.05258575,0.98596816
1755639082888,1,right,0.09545858,0.01202276,-0.01148803,0.11186874,-0.11219145,0.05258575,0.98596816
1755639082908,0,left,0.02956785,0.00722702,-0.02730359,0.11518687,-0.11298296,0.05284536,0.98548171
1755639082908,1,right,0.09560953,0.01255243,-0.01129495,0.11518687,-0.11298296,0.05284536,0.98548171
1755639082910,0,left,0.02981712,0.00794075,-0.02716615,0.11982916,-0.11390690,0.05329410,0.98479741
1755639082910,1,right,0.09582375,0.01323487,-0.01100324,0.11982916,-0.11390690,0.05329410,0.98479741
1755639082930,0,left,0.02995970,0.00842276,-0.02701307,0.12244800,-0.11440626,0.05347171,0.98440767
1755639082930,1,right,0.09594819,0.01368889,-0.01076721,0.12244800,-0.11440626,0.05347171,0.98440767
