UnixTime(ms),PosX,PosY,PosZ,OrientX,OrientY,OrientZ,OrientW
1761620456776,0.01630497,1.71070926,0.00516033,0.07422235,0.02927801,0.02138627,0.99658239
1761620456784,0.01634598,1.71072769,0.00497723,0.07405314,0.02963585,0.02142413,0.99658359
1761620456795,0.01640224,1.71072027,0.00485802,0.07389215,0.02995169,0.02141118,0.99658638
1761620456807,0.01648140,1.71069892,0.00475979,0.07389928,0.03023195,0.02132343,0.99657927
1761620456818,0.01657057,1.71068438,0.00465679,0.07388337,0.03042957,0.02128730,0.99657521
1761620456829,0.01666117,1.71066853,0.00455475,0.07379022,0.03055158,0.02127588,0.99657862
1761620456840,0.01677608,1.71064885,0.00445557,0.07372027,0.03072113,0.02131854,0.99657767
1761620456851,0.01688480,1.71062829,0.00434971,0.07372303,0.03079280,0.02135372,0.99657450
1761620456863,0.01698208,1.71061693,0.00420094,0.07376207,0.03091279,0.02132182,0.99656858
1761620456874,0.01705456,1.71060982,0.00400639,0.07376664,0.03098837,0.02134458,0.99656541
1761620456885,0.01713753,1.71060469,0.00382233,0.07379786,0.03102976,0.02138191,0.99656101
1761620456896,0.01724148,1.71059291,0.00369930,0.07383026,0.03104654,0.02139475,0.99655781
1761620456908,0.01737595,1.71057286,0.00360966,0.07377369,0.03107357,0.02139444,0.99656116
1761620456919,0.01750326,1.71053813,0.00352192,0.07365929,0.03108653,0.02140838,0.99656892
1761620456930,0.01763535,1.71048881,0.00344086,0.07347824,0.03112108,0.02146206,0.99658006
1761620456941,0.01775742,1.71044593,0.00335979,0.07322140,0.03114948,0.02144086,0.99659853
1761620456952,0.01787281,1.71040414,0.00327778,0.07314253,0.03122661,0.02150321,0.99660056
1761620456963,0.01797962,1.71036609,0.00319767,0.07302950,0.03132215,0.02154597,0.99660493
1761620456975,0.01805115,1.71033959,0.00311470,0.07285245,0.03148976,0.02158127,0.99661184
1761620456986,0.01811695,1.71031485,0.00302982,0.07273207,0.03171778,0.02164186,0.99661209
