UnixTime(ms),PosX,PosY,PosZ,OrientX,OrientY,OrientZ,OrientW
1755574764702,0.00428653,-0.00120366,-0.00014019,0.05172186,-0.00042415,0.06727886,0.99639261
1755574764710,0.00428128,-0.00121710,-0.00013876,0.05170916,-0.00040075,0.06722607,0.99639684
1755574764718,0.00427747,-0.00124326,-0.00014544,0.05177467,-0.00034979,0.06722707,0.99639339
1755574764729,0.00426388,-0.00126880,-0.00014830,0.05176815,-0.00028995,0.06730593,0.99638842
1755574764740,0.00424814,-0.00129831,-0.00016117,0.05169996,-0.00013462,0.06743895,0.99638300
1755574764751,0.00422788,-0.00132066,-0.00018454,0.05161881,0.00005099,0.06747843,0.99638454
1755574764762,0.00421834,-0.00133073,-0.00022078,0.05164912,0.00010359,0.06746774,0.99638369
1755574764774,0.00421095,-0.00133342,-0.00026751,0.05166572,0.00017059,0.06737319,0.99638922
1755574764784,0.00420809,-0.00134137,-0.00031185,0.05162607,0.00026023,0.06731360,0.99639528
1755574764795,0.00419831,-0.00135249,-0.00034285,0.05158334,0.00040436,0.06715426,0.99640820
1755574764806,0.00418615,-0.00136507,-0.00036955,0.05160828,0.00053415,0.06710577,0.99641011
1755574764818,0.00418234,-0.00138414,-0.00040960,0.05157607,0.00070295,0.06722834,0.99640341
1755574764829,0.00418687,-0.00137997,-0.00044680,0.05133730,0.00086269,0.06728740,0.99641163
1755574764840,0.00420427,-0.00136337,-0.00048018,0.05126552,0.00082195,0.06724244,0.99641840
1755574764851,0.00424004,-0.00134748,-0.00049400,0.05108859,0.00060776,0.06717657,0.99643208
1755574764862,0.00429010,-0.00134212,-0.00049496,0.05092924,0.00034761,0.06693303,0.99645675
1755574764873,0.00433755,-0.00135344,-0.00048590,0.05094220,0.00002307,0.06667866,0.99647320
1755574764884,0.00436664,-0.00137267,-0.00045824,0.05104782,-0.00017464,0.06656905,0.99647511
1755574764895,0.00437713,-0.00139093,-0.00042772,0.05113250,-0.00016645,0.06656534,0.99647102
1755574764906,0.00436115,-0.00139368,-0.00040483,0.05111419,-0.00013071,0.06660545,0.99646929
1755574764917,0.00433540,-0.00137758,-0.00039911,0.05126897,0.00006607,0.06675281,0.99645148
1755574764929,0.00429654,-0.00136173,-0.00038862,0.05152079,0.00045031,0.06692183,0.99642705
1755574764940,0.00426197,-0.00135091,-0.00036097,0.05157534,0.00069764,0.06708611,0.99641304
1755574764951,0.00423622,-0.00134102,-0.00033045,0.05158420,0.00072759,0.06730722,0.99639765
1755574764962,0.00422859,-0.00135735,-0.00031328,0.05165980,0.00076443,0.06747724,0.99638221
1755574764973,0.00423241,-0.00138932,-0.00030613,0.05158008,0.00067586,0.06752683,0.99638304
1755574764984,0.00425625,-0.00144386,-0.00030088,0.05153628,0.00067461,0.06754454,0.99638411
1755574764995,0.00429225,-0.00149369,-0.00030661,0.05138031,0.00054464,0.06746983,0.99639730
1755574765006,0.00434566,-0.00153089,-0.00031137,0.05109309,0.00029621,0.06734454,0.99642065
1755574765018,0.00439405,-0.00156379,-0.00033045,0.05095324,0.00011444,0.06722356,0.99643602
1755574765029,0.00443888,-0.00159359,-0.00034380,0.05067760,-0.00003737,0.06717658,0.99645325
1755574765040,0.00448322,-0.00162438,-0.00034666,0.05051531,-0.00012022,0.06711764,0.99646546
1755574765051,0.00451684,-0.00165737,-0.00034904,0.05049499,-0.00024039,0.06710758,0.99646714
1755574765062,0.00453734,-0.00168526,-0.00034189,0.05041950,-0.00026158,0.06717045,0.99646673
1755574765073,0.00455308,-0.00169778,-0.00033998,0.05037546,-0.00028554,0.06722727,0.99646512
1755574765084,0.00456858,-0.00168934,-0.00034571,0.05034117,-0.00026733,0.06738731,0.99645604
1755574765095,0.00458288,-0.00168091,-0.00034952,0.05023557,-0.00023666,0.06743882,0.99645790
1755574765107,0.00459933,-0.00167024,-0.00033569,0.05015216,-0.00024474,0.06741299,0.99646384
1755574765118,0.00462103,-0.00165677,-0.00031614,0.05023330,-0.00027993,0.06735462,0.99646369
1755574765129,0.00465274,-0.00164264,-0.00030470,0.05038514,-0.00038061,0.06737401,0.99645468
1755574765140,0.00468040,-0.00163221,-0.00028658,0.05049015,-0.00047338,0.06732039,0.99645295
1755574765151,0.00471258,-0.00163066,-0.00027323,0.05060006,-0.00055209,0.06727107,0.99645067
1755574765162,0.00474262,-0.00163585,-0.00026131,0.05070444,-0.00061411,0.06717301,0.99645194
1755574765174,0.00476956,-0.00163817,-0.00024843,0.05071557,-0.00063625,0.06717689,0.99645110
1755574765185,0.00479388,-0.00163928,-0.00021362,0.05070299,-0.00058958,0.06721226,0.99644938
1755574765196,0.00481462,-0.00163779,-0.00016689,0.05071743,-0.00056010,0.06723627,0.99644704
1755574765207,0.00483418,-0.00163564,-0.00013161,0.05073487,-0.00058115,0.06723498,0.99644623
1755574765218,0.00485921,-0.00164258,-0.00011015,0.05065912,-0.00060272,0.06725308,0.99644885
1755574765229,0.00488567,-0.00165075,-0.00009298,0.05053685,-0.00051895,0.06718101,0.99645997
1755574765240,0.00490618,-0.00165820,-0.00008059,0.05048411,-0.00058150,0.06722915,0.99645936
1755574765286,0.00500989,-0.00168708,-0.00001574,0.05039889,-0.00067827,0.06742351,0.99645048
1755574765308,0.00504208,-0.00170535,0.00002146,0.05019867,-0.00043765,0.06716105,0.99647845
1755574765325,0.00505090,-0.00169778,0.00001478,0.05026969,-0.00022966,0.06722075,0.99647091
1755574765338,0.00505352,-0.00168979,-0.00000095,0.05037787,-0.00016809,0.06738569,0.99645432
1755574765350,0.00505733,-0.00170240,-0.00000429,0.05044362,-0.00014311,0.06744819,0.99644677
1755574765362,0.00506520,-0.00169927,-0.00000477,0.05042158,-0.00025073,0.06744821,0.99644786
1755574765374,0.00507998,-0.00170982,0.00000572,0.05043991,-0.00041339,0.06752942,0.99644138
1755574765386,0.00509238,-0.00169832,0.00002050,0.05037890,-0.00059569,0.06753042,0.99644431
1755574765398,0.00511956,-0.00170505,0.00002432,0.05035627,-0.00070566,0.06761412,0.99643970
1755574765410,0.00512147,-0.00171578,0.00000763,0.05036120,-0.00073138,0.06748930,0.99644790
1755574765422,0.00512218,-0.00174621,-0.00002241,0.05042322,-0.00059354,0.06741350,0.99644998
1755574765433,0.00510335,-0.00178003,-0.00004148,0.05035589,-0.00039703,0.06743938,0.99645173
1755574765445,0.00507545,-0.00180739,-0.00003958,0.05018963,-0.00006816,0.06760896,0.99644871
1755574765456,0.00504661,-0.00182426,-0.00003481,0.05016380,0.00012928,0.06769901,0.99644389
1755574765468,0.00503445,-0.00183797,-0.00004768,0.05023237,0.00021681,0.06780268,0.99643337
1755574765480,0.00501800,-0.00184131,-0.00007391,0.05000447,0.00036684,0.06769947,0.99645181
1755574765491,0.00500488,-0.00183725,-0.00011110,0.04965926,0.00042120,0.06761913,0.99647450
1755574765503,0.00499535,-0.00184345,-0.00013876,0.04948259,0.00055593,0.06758555,0.99648550
1755574765514,0.00497985,-0.00185624,-0.00014973,0.04935808,0.00047323,0.06752558,0.99649579
1755574765526,0.00498176,-0.00185013,-0.00014734,0.04943868,0.00052634,0.06750090,0.99649344
1755574765537,0.00497890,-0.00183022,-0.00014830,0.04947533,0.00049880,0.06749795,0.99649183
