UnixTime(ms),ViewIndex,Eye,EyePosX,EyePosY,EyePosZ,EyeOrientX,EyeOrientY,EyeOrientZ,EyeOrientW
1755645743424,0,left,-0.30484924,0.04663818,0.06508970,0.06700899,-0.47439727,0.09622319,0.87246669
1755645743424,1,right,-0.26862922,0.05374927,0.12239313,0.06700899,-0.47439727,0.09622319,0.87246669
1755645743444,0,left,-0.30459788,0.04661872,0.06522340,0.06707678,-0.47479502,0.09627429,0.87223945
1755645743444,1,right,-0.26843068,0.05372487,0.12256079,0.06707678,-0.47479502,0.09627429,0.87223945
1755645743501,0,left,-0.30434424,0.04654267,0.06526946,0.06644790,-0.47518947,0.09588311,0.87211586
1755645743501,1,right,-0.26821786,0.05363783,0.12263395,0.06644790,-0.47518947,0.09588311,0.87211586
1755645743519,0,left,-0.30411381,0.04648413,0.06534245,0.06599073,-0.47543118,0.09569199,0.87203983
1755645743519,1,right,-0.26801377,0.05358301,0.12272307,0.06599073,-0.47543118,0.09569199,0.87203983
1755645743542,0,left,-0.30399695,0.04647992,0.06550155,0.06604325,-0.47570050,0.09535189,0.87192622
1755645743542,1,right,-0.26792297,0.05353107,0.12290444,0.06604325,-0.47570050,0.09535189,0.87192622
1755645743576,0,left,-0.30377060,0.04654256,0.06563899,0.06633894,-0.47595482,0.09536494,0.87176355
1755645743576,1,right,-0.26772994,0.05357167,0.12306550,0.06633894,-0.47595482,0.09536494,0.87176355
1755645743587,0,left,-0.30357763,0.04662843,0.06574589,0.06675820,-0.47600497,0.09530888,0.87171029
1755645743587,1,right,-0.26754203,0.05362253,0.12317985,0.06675820,-0.47600497,0.09530888,0.87171029
1755645743609,0,left,-0.30339265,0.04667772,0.06587166,0.06702405,-0.47611422,0.09505494,0.87165795
1755645743609,1,right,-0.26736462,0.05362271,0.12331634,0.06702405,-0.47611422,0.09505494,0.87165795
1755645743621,0,left,-0.30326885,0.04665459,0.06598911,0.06709956,-0.47630221,0.09488571,0.87156787
1755645743621,1,right,-0.26726085,0.05357169,0.12344971,0.06709956,-0.47630221,0.09488571,0.87156787
1755645743643,0,left,-0.30315769,0.04666390,0.06608733,0.06727310,-0.47644812,0.09480211,0.87148384
1755645743643,1,right,-0.26716649,0.05355737,0.12356129,0.06727310,-0.47644812,0.09480211,0.87148384
1755645743653,0,left,-0.30302221,0.04668412,0.06616346,0.06743655,-0.47659315,0.09495756,0.87137497
1755645743653,1,right,-0.26705390,0.05358270,0.12365111,0.06743655,-0.47659315,0.09495756,0.87137497
1755645743665,0,left,-0.30289695,0.04671310,0.06621496,0.06750172,-0.47673506,0.09498113,0.87128973
1755645743665,1,right,-0.26694766,0.05360784,0.12371500,0.06750172,-0.47673506,0.09498113,0.87128973
1755645743708,0,left,-0.30278408,0.04671873,0.06626610,0.06743408,-0.47680686,0.09501354,0.87125214
1755645743708,1,right,-0.26684499,0.05362057,0.12377163,0.06743408,-0.47680686,0.09501354,0.87125214
1755645743744,0,left,-0.30235666,0.04674125,0.06648546,0.06745192,-0.47706786,0.09503258,0.87110580
1755645743744,1,right,-0.26645201,0.05363989,0.12401289,0.06745192,-0.47706786,0.09503258,0.87110580
1755645743754,0,left,-0.30214670,0.04682629,0.06669308,0.06752296,-0.47691320,0.09525451,0.87116073
1755645743754,1,right,-0.26622769,0.05374880,0.12420867,0.06752296,-0.47691320,0.09525451,0.87116073
1755645743775,0,left,-0.30192834,0.04688122,0.06680921,0.06786013,-0.47671654,0.09516327,0.87125214
1755645743775,1,right,-0.26598138,0.05377398,0.12431093,0.06786013,-0.47671654,0.09516327,0.87125214
1755645743799,0,left,-0.30175528,0.04698401,0.06690600,0.06811381,-0.47634332,0.09494462,0.87146031
1755645743799,1,right,-0.26575413,0.05384047,0.12437818,0.06811381,-0.47634332,0.09494462,0.87146031
1755645743820,0,left,-0.30165404,0.04704224,0.06698069,0.06833148,-0.47607697,0.09488760,0.87159501
