UnixTime(ms),ViewIndex,Eye,EyePosX,EyePosY,EyePosZ,EyeOrientX,EyeOrientY,EyeOrientZ,EyeOrientW
1755645694960,0,left,3.40909314,0.04316752,0.90082169,0.13684707,0.74030048,0.00936938,0.65813395
1755645694960,1,right,3.40253139,0.05781896,0.83457661,0.13684707,0.74030048,0.00936938,0.65813395
1755645694971,0,left,3.40898252,0.04310903,0.90137953,0.13752519,0.74199921,0.01007202,0.65606597
1755645694971,1,right,3.40207553,0.05792096,0.83520514,0.13752519,0.74199921,0.01007202,0.65606597
1755645695003,0,left,3.40880251,0.04294603,0.90185225,0.13796724,0.74336338,0.01000943,0.65442780
1755645695003,1,right,3.40161943,0.05782051,0.83572138,0.13796724,0.74336338,0.01000943,0.65442780
1755645695014,0,left,3.40863872,0.04272753,0.90224946,0.13829385,0.74446851,0.01051504,0.65309332
1755645695014,1,right,3.40123010,0.05769914,0.83616531,0.13829385,0.74446851,0.01051504,0.65309332
1755645695026,0,left,3.40850615,0.04263534,0.90249503,0.13848661,0.74522543,0.01088618,0.65218250
1755645695026,1,right,3.40094304,0.05767249,0.83644331,0.13848661,0.74522543,0.01088618,0.65218250
1755645695047,0,left,3.40833497,0.04252043,0.90272820,0.13884728,0.74608105,0.01095696,0.65112552
1755645695047,1,right,3.40059733,0.05761514,0.83670986,0.13884728,0.74608105,0.01095696,0.65112552
1755645695059,0,left,3.40821910,0.04246815,0.90283746,0.13892030,0.74636918,0.01112956,0.65077671
1755645695059,1,right,3.40042233,0.05759053,0.83683234,0.13892030,0.74636918,0.01112956,0.65077671
1755645695069,0,left,3.40809298,0.04236485,0.90290499,0.13907256,0.74657893,0.01142966,0.65049834
1755645695069,1,right,3.40025282,0.05753289,0.83691549,0.13907256,0.74657893,0.01142966,0.65049834
1755645695080,0,left,3.40795159,0.04228020,0.90310484,0.13919033,0.74675006,0.01174498,0.65027107
1755645695080,1,right,3.40007567,0.05749106,0.83712953,0.13919033,0.74675006,0.01174498,0.65027107
1755645695093,0,left,3.40780497,0.04217715,0.90312535,0.13911935,0.74686909,0.01239639,0.65013745
