UnixTime(ms),PosX,PosY,PosZ,OrientX,OrientY,OrientZ,OrientW
1755645791247,3.47792578,0.03810316,-0.17593765,0.06322225,0.88386399,-0.02061646,0.46299283
1755645791282,3.47662163,0.03809357,-0.17630100,0.06238136,0.88348734,-0.01962309,0.46386810
1755645791326,3.47571754,0.03836989,-0.17678833,0.06281724,0.88239805,-0.02025914,0.46585110
1755645791371,3.47473240,0.03831220,-0.17752886,0.06177926,0.88101946,-0.02053572,0.46857903
1755645791380,3.47338057,0.03818476,-0.17834330,0.06052853,0.87908446,-0.01897845,0.47242633
1755645791438,3.47138786,0.03751993,-0.17951202,0.05677156,0.87591382,-0.01602315,0.47884781
1755645791469,3.46880102,0.03628147,-0.18123531,0.04968719,0.87109543,-0.01025180,0.48848628
1755645791505,3.46529675,0.03379112,-0.18396759,0.04127868,0.86280883,0.00145941,0.50384011
1755645791538,3.46167183,0.03055650,-0.18717813,0.03116494,0.85252391,0.01896311,0.52141359
1755645791560,3.45720196,0.02759612,-0.19106388,0.02162717,0.83843450,0.03538136,0.54342250
1755645791605,3.45418930,0.02567345,-0.19383097,0.01619641,0.82768595,0.04516342,0.55913675
1755645791635,3.44912434,0.02241385,-0.19893980,0.00786383,0.80870581,0.06089543,0.58499984
1755645791658,3.44511986,0.02028030,-0.20336342,0.00148478,0.79220556,0.07135017,0.60606707
1755645791691,3.44256115,0.01954007,-0.20635700,-0.00193638,0.78193163,0.07558743,0.61876144
1755645791717,3.44045544,0.01879436,-0.20891762,-0.00447133,0.77352016,0.07884945,0.62883173
1755645791729,3.43870211,0.01785451,-0.21142912,-0.00780000,0.76527434,0.08253948,0.63834283
1755645791742,3.43738127,0.01731896,-0.21369505,-0.01135956,0.75785279,0.08622965,0.64660232
1755645791781,3.43574762,0.01700819,-0.21598864,-0.01374414,0.75058579,0.08865602,0.65465425
1755645791796,3.43424797,0.01668215,-0.21832561,-0.01551682,0.74371242,0.09076013,0.66212813
1755645791816,3.43294001,0.01623946,-0.22051811,-0.01774178,0.73692727,0.09369514,0.66921196
1755645791829,3.43228149,0.01588041,-0.22188044,-0.01924249,0.73290056,0.09574269,0.67329031
1755645791850,3.43170452,0.01566184,-0.22308826,-0.02065144,0.72932547,0.09730942,0.67689641
1755645791853,3.43085861,0.01551229,-0.22459888,-0.02183793,0.72490364,0.09892377,0.68136034
1755645791893,3.43025303,0.01549524,-0.22579050,-0.02255348,0.72183883,0.10010685,0.68441118
1755645791903,3.42886734,0.01510412,-0.22859716,-0.02453693,0.71429098,0.10309741,0.69177833
1755645791928,3.42812347,0.01471901,-0.23067474,-0.02700567,0.70930630,0.10544111,0.69644629
